loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,applicant_age
3181,4,Graduate,No,8000000.0,42700000.0,20,533,-100000,1100000,7500000,2900000,Rejected,69
3182,4,Not Graduate,Yes,20000000.0,110250000.0,20,613,14900000,8800000,17600000,8900000,Approved,65
3183,4,Not Graduate,No,12500000.0,39900000.0,20,300,1600000,4000000,15500000,2500000,Rejected,56
3184,2,Not Graduate,Yes,7250000.0,29050000.0,20,543,7500000,1900000,9700000,4300000,Approved,63
3185,2,Not Graduate,No,16000000.0,83650000.0,20,595,14800000,4000000,16300000,7000000,Approved,48
3186,5,Graduate,No,15750000.0,78750000.0,20,479,300000,3900000,23100000,8000000,Approved,65
3187,0,Not Graduate,No,14750000.0,81550000.0,20,431,2200000,8100000,14900000,5800000,Approved,63
3188,1,Graduate,No,20250000.0,103600000.0,20,522,8200000,5100000,21100000,5400000,Approved,57
3189,5,Graduate,Yes,17750000.0,70350000.0,20,550,16900000,2900000,15600000,4500000,Approved,44
3190,1,Not Graduate,No,3500000.0,15400000.0,20,637,1600000,1200000,4200000,800000,Approved,56
3191,3,Graduate,Yes,5750000.0,28000000.0,20,300,4200000,3800000,7300000,1200000,Rejected,55
3192,1,Graduate,No,18500000.0,56350000.0,20,505,22000000,12900000,25300000,4300000,Approved,68
3193,0,Graduate,Yes,13250000.0,46550000.0,20,422,4200000,2500000,18000000,7100000,Approved,69
3194,5,Graduate,Yes,19250000.0,57400000.0,20,513,1100000,14800000,15800000,3900000,Approved,49
3195,0,Not Graduate,No,12500000.0,37450000.0,20,576,1600000,1100000,15700000,4800000,Approved,63
3196,5,Not Graduate,Yes,15000000.0,43050000.0,20,530,11400000,5300000,13800000,7300000,Approved,64
3197,0,Graduate,No,3500000.0,9450000.0,20,535,3400000,800000,5400000,1300000,Approved,51
3198,5,Not Graduate,Yes,23500000.0,80850000.0,20,612,12400000,10200000,22300000,6600000,Approved,68
3199,3,Not Graduate,No,13000000.0,60200000.0,20,618,9200000,5500000,11700000,3800000,Approved,43
3200,0,Graduate,No,7750000.0,38850000.0,20,354,3500000,4600000,11400000,1800000,Rejected,68
3201,3,Not Graduate,Yes,21000000.0,71750000.0,20,646,22900000,10500000,17600000,11200000,Approved,42
3202,0,Not Graduate,No,3000000.0,10150000.0,20,300,400000,1200000,2900000,600000,Rejected,60
3203,5,Not Graduate,Yes,12000000.0,45850000.0,20,567,8300000,8900000,18300000,2800000,Approved,43
3204,5,Not Graduate,Yes,23000000.0,119700000.0,20,415,500000,13900000,23600000,12300000,Approved,51
3205,2,Not Graduate,No,13250000.0,38150000.0,20,497,14600000,3500000,18700000,3200000,Approved,57
3206,3,Graduate,No,11750000.0,38150000.0,20,476,9200000,2300000,14600000,5200000,Approved,65
3207,0,Not Graduate,No,16250000.0,86450000.0,20,404,2700000,1100000,22700000,9600000,Approved,46
3208,4,Graduate,Yes,8000000.0,40250000.0,20,714,8700000,5000000,12100000,4100000,Approved,51
3209,4,Graduate,No,11500000.0,43750000.0,20,300,10800000,200000,14000000,6800000,Rejected,59
3210,5,Graduate,No,1750000.0,6300000.0,20,500,1300000,100000,1500000,300000,Approved,51
3211,5,Not Graduate,Yes,19000000.0,57750000.0,20,384,8900000,10300000,24900000,8300000,Rejected,42
3212,4,Graduate,No,3000000.0,9100000.0,20,722,1600000,2100000,2700000,900000,Approved,56
3213,2,Graduate,No,12750000.0,57750000.0,20,695,12100000,9000000,11400000,5700000,Approved,60
3214,1,Not Graduate,Yes,10750000.0,57050000.0,20,642,400000,400000,10200000,4000000,Rejected,46
3215,4,Graduate,No,750000.0,4200000.0,20,394,700000,100000,800000,100000,Rejected,62
3216,2,Graduate,Yes,10000000.0,45500000.0,20,402,3700000,1600000,15600000,3400000,Approved,68
3217,5,Not Graduate,No,9750000.0,52150000.0,20,687,1100000,500000,14400000,3600000,Approved,41
3218,0,Not Graduate,Yes,17250000.0,74550000.0,20,695,17400000,5600000,21400000,6600000,Approved,43
3219,4,Not Graduate,Yes,17500000.0,84350000.0,20,527,18800000,6000000,21600000,6300000,Approved,59
3220,1,Graduate,No,15750000.0,64050000.0,20,300,13000000,1300000,23000000,9200000,Rejected,61
3221,3,Graduate,Yes,22250000.0,78750000.0,20,737,23300000,10800000,33500000,9500000,Approved,43
3222,0,Not Graduate,Yes,14250000.0,67900000.0,20,394,4300000,6400000,19900000,5800000,Rejected,66
3223,4,Not Graduate,Yes,13000000.0,64050000.0,20,300,400000,3800000,10600000,3400000,Rejected,45
3224,4,Graduate,No,18500000.0,61250000.0,20,390,8800000,7600000,17900000,3600000,Rejected,52
3225,5,Graduate,No,16250000.0,56000000.0,20,300,1100000,7900000,23100000,7900000,Rejected,49
3226,3,Graduate,No,15500000.0,52150000.0,20,417,1200000,9100000,20800000,8800000,Approved,61
3227,5,Not Graduate,Yes,6000000.0,22750000.0,20,363,6400000,2100000,5200000,2600000,Rejected,69
3228,0,Not Graduate,No,6250000.0,24850000.0,20,440,4000000,800000,6100000,2600000,Approved,48
3229,2,Graduate,Yes,6750000.0,29750000.0,20,300,4900000,4500000,5900000,2100000,Rejected,57
3230,5,Not Graduate,No,7500000.0,26600000.0,20,300,2300000,3500000,11400000,1700000,Rejected,40
3231,4,Graduate,Yes,15250000.0,47600000.0,20,300,10700000,2000000,20500000,3900000,Rejected,68
3232,3,Graduate,No,3750000.0,18900000.0,20,537,200000,400000,4500000,1700000,Approved,51
3233,2,Graduate,No,16250000.0,49350000.0,20,427,4600000,12000000,25100000,3900000,Approved,61
3234,4,Not Graduate,No,500000.0,2450000.0,20,426,500000,100000,400000,300000,Approved,60
3235,1,Not Graduate,No,24750000.0,81900000.0,20,537,28200000,3700000,29600000,8200000,Approved,64
3236,4,Graduate,No,13750000.0,40600000.0,20,324,1800000,2400000,20100000,5600000,Rejected,46
3237,4,Graduate,No,3000000.0,15400000.0,20,559,2800000,2300000,4100000,1700000,Approved,58
3238,4,Graduate,Yes,17250000.0,70700000.0,20,300,9600000,6200000,26800000,5700000,Rejected,59
3239,3,Graduate,Yes,20000000.0,88550000.0,20,300,22300000,7300000,24400000,6600000,Approved,48
3240,3,Not Graduate,Yes,10250000.0,48650000.0,20,300,1900000,2300000,15800000,3800000,Rejected,63
3241,2,Graduate,No,3500000.0,16450000.0,20,413,400000,2300000,2800000,1400000,Approved,45
3242,4,Not Graduate,Yes,4000000.0,11200000.0,20,300,1600000,2300000,4600000,1000000,Rejected,44
3243,1,Graduate,No,5250000.0,14700000.0,20,300,2700000,2100000,8100000,2500000,Rejected,51
3244,1,Not Graduate,No,22000000.0,105700000.0,20,747,17100000,7900000,28700000,11100000,Approved,40
3245,3,Not Graduate,Yes,17750000.0,88900000.0,20,575,20600000,5300000,16000000,8600000,Approved,67
3246,1,Not Graduate,No,21500000.0,110250000.0,20,528,19700000,13400000,22200000,5300000,Approved,47
3247,2,Not Graduate,Yes,13500000.0,51800000.0,20,574,1000000,400000,13100000,5400000,Approved,56
3248,3,Graduate,Yes,2500000.0,8750000.0,20,658,2900000,600000,2000000,500000,Approved,60
3249,0,Graduate,No,13500000.0,64400000.0,20,475,12100000,3000000,13000000,4800000,Approved,48
3250,2,Graduate,No,10500000.0,58800000.0,20,621,6500000,4500000,10500000,5800000,Approved,44
3251,2,Not Graduate,No,18750000.0,78400000.0,20,545,8100000,3900000,15300000,9400000,Approved,64
3252,4,Graduate,No,3000000.0,11550000.0,20,414,2200000,500000,4700000,1100000,Approved,45
3253,4,Graduate,Yes,15750000.0,50750000.0,20,300,3800000,12300000,16500000,5700000,Rejected,57
3254,4,Graduate,Yes,750000.0,3150000.0,20,647,300000,400000,600000,400000,Approved,50
3255,3,Graduate,No,18500000.0,100800000.0,20,300,20000000,7900000,23600000,7200000,Rejected,66
3256,5,Not Graduate,No,5500000.0,18900000.0,20,683,4900000,3300000,7000000,1600000,Approved,47
3257,5,Graduate,No,10000000.0,31850000.0,20,365,600000,6400000,9900000,5500000,Rejected,53
3258,4,Graduate,Yes,6750000.0,36400000.0,20,521,6100000,3700000,5600000,4000000,Approved,63
3259,0,Not Graduate,Yes,5000000.0,24150000.0,20,300,4900000,1600000,4200000,3000000,Approved,63
3260,4,Not Graduate,No,16000000.0,51800000.0,20,387,2300000,3700000,18600000,6500000,Rejected,63
3261,5,Not Graduate,Yes,3500000.0,17850000.0,20,300,2100000,900000,4000000,1300000,Approved,54
3262,0,Not Graduate,Yes,7000000.0,22050000.0,20,497,4100000,0,8700000,2300000,Approved,46
3263,2,Not Graduate,Yes,20500000.0,100450000.0,20,300,23300000,16100000,17700000,4300000,Rejected,41
3264,3,Not Graduate,No,22500000.0,93450000.0,20,488,5300000,0,31300000,5200000,Approved,59
3265,5,Not Graduate,Yes,2000000.0,7350000.0,20,300,1200000,1000000,3100000,900000,Rejected,44
3266,4,Not Graduate,Yes,15250000.0,74200000.0,20,658,700000,7200000,22300000,6100000,Approved,55
3267,4,Not Graduate,Yes,6000000.0,32900000.0,20,721,3700000,300000,7100000,3500000,Approved,45
3268,4,Graduate,Yes,15000000.0,59500000.0,20,457,15300000,3200000,22100000,3900000,Approved,67
3269,2,Not Graduate,Yes,19750000.0,78750000.0,20,421,8100000,5300000,17900000,8100000,Approved,50
3270,3,Graduate,Yes,23750000.0,89950000.0,20,300,16900000,13600000,29300000,10100000,Rejected,51
3271,3,Not Graduate,Yes,4500000.0,22400000.0,20,300,1500000,2900000,4400000,1300000,Rejected,62
3272,3,Not Graduate,Yes,14500000.0,49350000.0,20,588,11700000,4400000,15400000,8400000,Approved,68
3273,3,Graduate,No,7000000.0,32900000.0,20,369,7000000,3500000,7700000,1500000,Rejected,68
3274,3,Graduate,Yes,10000000.0,29050000.0,20,381,3700000,7400000,15200000,5900000,Rejected,50
3275,1,Not Graduate,No,2500000.0,11900000.0,20,428,2300000,400000,3100000,1200000,Approved,66
3276,0,Graduate,No,22750000.0,73850000.0,20,428,5900000,6200000,33700000,5600000,Approved,51
3277,0,Graduate,No,11500000.0,63350000.0,20,300,2800000,200000,15600000,3300000,Rejected,44
3278,2,Not Graduate,No,19500000.0,59150000.0,20,601,17400000,6300000,20400000,11700000,Approved,51
3279,4,Graduate,Yes,16500000.0,65800000.0,20,300,16500000,9500000,20000000,6200000,Rejected,66
3280,5,Not Graduate,No,24500000.0,93100000.0,20,514,5200000,2900000,22500000,14100000,Approved,48
3281,1,Graduate,No,18500000.0,93100000.0,20,355,2200000,2400000,22400000,3900000,Rejected,57
3282,3,Graduate,Yes,10750000.0,58100000.0,20,421,5700000,3700000,12800000,5800000,Approved,59
3283,2,Not Graduate,Yes,24500000.0,121100000.0,20,604,12400000,14900000,34700000,6100000,Approved,63
3284,5,Not Graduate,No,2750000.0,13650000.0,20,708,3200000,1200000,3800000,1100000,Approved,51
3285,3,Graduate,Yes,21500000.0,76300000.0,20,491,5300000,8800000,24000000,9100000,Approved,58
3286,0,Not Graduate,Yes,23500000.0,124250000.0,20,442,9300000,11800000,30500000,5800000,Approved,60
3287,3,Graduate,Yes,13250000.0,71050000.0,20,300,15000000,0,17200000,5900000,Rejected,67
3288,1,Not Graduate,Yes,21750000.0,118300000.0,20,408,18300000,11500000,31500000,5900000,Approved,63
3289,3,Graduate,Yes,12000000.0,49700000.0,20,397,10400000,700000,9800000,2400000,Rejected,69
3290,4,Not Graduate,No,11000000.0,34300000.0,20,582,2400000,2400000,15100000,4400000,Approved,52
3291,1,Graduate,Yes,13500000.0,67550000.0,20,634,5000000,1800000,20300000,6500000,Approved,65
3292,5,Not Graduate,Yes,21000000.0,111650000.0,20,455,18900000,10300000,22000000,9100000,Approved,47
3293,1,Graduate,Yes,13500000.0,68250000.0,20,538,12100000,800000,17000000,3500000,Approved,41
3294,3,Not Graduate,Yes,23500000.0,112350000.0,20,467,22700000,5800000,29400000,11400000,Approved,52
3295,0,Not Graduate,Yes,2000000.0,8400000.0,20,368,500000,800000,2800000,500000,Approved,57
3296,0,Not Graduate,No,9500000.0,51800000.0,20,300,5900000,5700000,9500000,4600000,Rejected,45
3297,4,Graduate,No,7750000.0,22050000.0,20,300,8600000,4100000,8800000,2800000,Rejected,45
3298,3,Not Graduate,Yes,15000000.0,74550000.0,20,652,4700000,8900000,17300000,7600000,Approved,62
3299,2,Not Graduate,Yes,17000000.0,54250000.0,20,300,9900000,1200000,21800000,8500000,Rejected,64
3300,5,Not Graduate,No,13000000.0,40950000.0,20,508,8100000,5100000,11400000,5600000,Approved,67
3301,0,Not Graduate,No,4750000.0,23450000.0,20,445,3000000,3200000,4900000,1700000,Approved,60
3302,5,Graduate,Yes,9000000.0,29750000.0,20,444,4400000,6400000,7400000,4500000,Approved,61
3303,3,Graduate,Yes,3750000.0,14350000.0,20,461,600000,2000000,4800000,2100000,Approved,63
3304,3,Not Graduate,No,5000000.0,20300000.0,20,649,3000000,3100000,5500000,1000000,Approved,52
3305,5,Graduate,No,23000000.0,65100000.0,20,347,1000000,300000,24200000,10700000,Rejected,67
3306,0,Not Graduate,Yes,15250000.0,55650000.0,20,306,12900000,10800000,19100000,8800000,Rejected,50
3307,5,Not Graduate,No,750000.0,1750000.0,20,300,400000,300000,1200000,200000,Rejected,45
3308,1,Graduate,No,2000000.0,8050000.0,20,620,900000,900000,2900000,1100000,Approved,47
3309,0,Not Graduate,No,8250000.0,31500000.0,20,647,3000000,6400000,10300000,3300000,Approved,45
3310,1,Not Graduate,No,14500000.0,65450000.0,20,436,14100000,3000000,15600000,6000000,Approved,51
3311,5,Not Graduate,No,21250000.0,81900000.0,20,454,25100000,16500000,24500000,4800000,Approved,48
3312,0,Not Graduate,Yes,10250000.0,44800000.0,20,649,3700000,700000,9400000,2700000,Approved,66
3313,2,Graduate,No,19500000.0,92400000.0,20,613,2200000,8400000,16600000,6700000,Approved,58
3314,0,Graduate,No,18750000.0,80500000.0,20,575,8900000,4800000,20200000,7100000,Approved,47
3315,2,Graduate,No,5750000.0,30800000.0,20,300,1800000,800000,5200000,1500000,Rejected,52
3316,4,Graduate,Yes,1500000.0,8050000.0,20,345,1700000,600000,2000000,300000,Rejected,53
3317,1,Not Graduate,No,7250000.0,40250000.0,20,300,3600000,3800000,5900000,3100000,Rejected,55
3318,5,Not Graduate,No,2250000.0,7700000.0,20,300,600000,1700000,2900000,700000,Rejected,40
3319,5,Graduate,Yes,22500000.0,71400000.0,20,301,5200000,11400000,28200000,9000000,Rejected,42
3320,1,Not Graduate,No,12000000.0,50050000.0,20,339,12400000,7900000,17700000,3600000,Rejected,66
3321,1,Graduate,No,4000000.0,16100000.0,20,300,800000,600000,3900000,1500000,Rejected,53
3322,3,Not Graduate,No,6500000.0,28350000.0,20,300,7300000,1900000,6800000,2200000,Rejected,68
3323,4,Graduate,Yes,4500000.0,16100000.0,20,303,1700000,2400000,4700000,1600000,Rejected,62
3324,5,Graduate,Yes,11000000.0,41300000.0,20,484,5900000,7300000,15200000,4300000,Approved,67
3325,2,Not Graduate,No,500000.0,1050000.0,20,369,0,0,400000,300000,Rejected,52
3326,4,Not Graduate,Yes,2000000.0,7350000.0,20,300,700000,300000,2900000,1200000,Rejected,65
3327,3,Graduate,No,3750000.0,11200000.0,20,617,2000000,400000,3700000,1400000,Approved,51
3328,0,Not Graduate,Yes,19250000.0,59150000.0,20,323,22100000,4000000,29000000,6400000,Rejected,41
3329,5,Graduate,Yes,18000000.0,74550000.0,20,651,9900000,1700000,20400000,7200000,Approved,69
3330,4,Graduate,No,2500000.0,8050000.0,20,393,200000,100000,2000000,1000000,Rejected,69
3331,1,Graduate,No,15750000.0,60200000.0,20,564,10100000,4200000,24700000,8500000,Approved,51
3332,3,Graduate,No,4750000.0,14350000.0,20,680,4600000,1100000,5300000,2100000,Approved,49
3333,5,Graduate,No,11000000.0,53550000.0,20,300,200000,5400000,17500000,2400000,Approved,47
3334,0,Not Graduate,No,22750000.0,92400000.0,20,368,15800000,1100000,35300000,5700000,Rejected,55
3335,2,Graduate,Yes,2250000.0,8050000.0,20,300,0,1200000,3400000,1300000,Rejected,57
3336,0,Graduate,Yes,11500000.0,42000000.0,20,343,4500000,700000,16200000,3600000,Rejected,51
3337,2,Graduate,Yes,23500000.0,79450000.0,20,355,4000000,16900000,24700000,11500000,Rejected,61
3338,5,Graduate,No,17250000.0,92750000.0,20,300,20500000,9800000,17100000,9400000,Rejected,65
3339,2,Graduate,No,750000.0,3150000.0,20,585,800000,400000,500000,100000,Approved,49
3340,5,Graduate,Yes,4750000.0,23450000.0,20,472,4200000,200000,3900000,1700000,Approved,54
3341,4,Graduate,Yes,11000000.0,57400000.0,20,363,5400000,7500000,13100000,5700000,Rejected,53
3342,4,Not Graduate,Yes,3000000.0,14350000.0,20,435,900000,900000,2300000,900000,Approved,66
3343,1,Graduate,Yes,2500000.0,10500000.0,20,663,2900000,500000,3300000,800000,Approved,53
3344,0,Graduate,No,7750000.0,36400000.0,20,472,1300000,5000000,7200000,1600000,Approved,47
3345,1,Graduate,Yes,5250000.0,22050000.0,20,749,2400000,2200000,4400000,2200000,Approved,55
3346,0,Not Graduate,No,5250000.0,16450000.0,20,309,4000000,1300000,8100000,1200000,Rejected,51
3347,4,Graduate,No,23500000.0,116550000.0,20,300,20600000,5600000,32200000,7200000,Rejected,46
3348,2,Not Graduate,No,24250000.0,131950000.0,20,451,300000,3100000,23800000,11800000,Approved,68
3349,4,Graduate,No,3500000.0,9450000.0,20,553,600000,1300000,5400000,900000,Approved,59
3350,2,Not Graduate,No,11750000.0,51100000.0,20,447,8200000,6000000,14100000,6800000,Approved,44
3351,3,Not Graduate,Yes,10250000.0,46550000.0,20,520,1900000,5500000,13200000,6100000,Approved,58
3352,4,Not Graduate,Yes,3000000.0,9800000.0,20,300,3300000,300000,4200000,1400000,Rejected,67
3353,5,Not Graduate,No,19750000.0,97300000.0,20,707,23300000,12500000,17200000,10600000,Approved,63
3354,2,Not Graduate,No,16500000.0,52500000.0,20,300,13600000,6600000,23500000,3300000,Rejected,44
3355,0,Not Graduate,No,5500000.0,30800000.0,20,300,1600000,2300000,8300000,2000000,Approved,69
3356,3,Not Graduate,No,13750000.0,61600000.0,20,732,5800000,7800000,20300000,3100000,Approved,41
3357,4,Graduate,No,12750000.0,54250000.0,20,300,6700000,8100000,13600000,6700000,Rejected,61
3358,2,Not Graduate,Yes,9750000.0,26950000.0,20,300,9700000,7500000,14100000,2100000,Rejected,63
3359,5,Graduate,No,500000.0,1400000.0,20,572,300000,300000,400000,100000,Approved,53
3360,4,Graduate,No,14500000.0,51450000.0,20,542,2300000,10100000,17700000,3900000,Approved,42
3361,5,Not Graduate,No,20750000.0,72450000.0,20,387,8400000,14300000,19700000,7800000,Rejected,54
3362,5,Graduate,Yes,6500000.0,19250000.0,20,526,6700000,800000,7200000,1300000,Approved,51
3363,1,Graduate,No,5250000.0,28350000.0,20,667,4600000,2900000,4900000,2900000,Approved,51
3364,4,Not Graduate,No,9750000.0,37800000.0,20,300,4700000,1600000,14500000,2300000,Rejected,59
3365,1,Graduate,Yes,13000000.0,57050000.0,20,374,11000000,3400000,20700000,4600000,Rejected,53
3366,3,Not Graduate,Yes,19500000.0,85400000.0,20,340,6700000,5100000,17700000,4100000,Rejected,58
3367,3,Not Graduate,Yes,13500000.0,50050000.0,20,445,4100000,2800000,19300000,4900000,Approved,42
3368,2,Not Graduate,No,7250000.0,38500000.0,20,685,4900000,3200000,11500000,1400000,Approved,64
3369,4,Graduate,No,17750000.0,99050000.0,20,700,5600000,7100000,26000000,9700000,Approved,42
3370,1,Graduate,Yes,2000000.0,8750000.0,20,300,1300000,1000000,3100000,900000,Approved,41
3371,5,Graduate,Yes,8500000.0,44800000.0,20,610,9800000,4300000,11000000,4600000,Approved,49
3372,1,Graduate,Yes,17000000.0,61600000.0,20,300,5500000,5600000,18100000,7700000,Rejected,40
3373,4,Graduate,Yes,17500000.0,94850000.0,20,731,8300000,9400000,17200000,9500000,Approved,40
3374,0,Graduate,Yes,23250000.0,85750000.0,20,450,20200000,700000,32600000,5400000,Approved,48
3375,2,Graduate,No,18750000.0,69650000.0,20,640,3500000,13000000,19900000,5900000,Approved,67
3376,3,Graduate,Yes,20000000.0,109200000.0,20,300,7300000,8400000,16000000,6000000,Rejected,45
3377,5,Graduate,Yes,4000000.0,14350000.0,20,598,1400000,1000000,4200000,1000000,Approved,64
3378,1,Graduate,Yes,16750000.0,65800000.0,20,648,8700000,5900000,18000000,6100000,Approved,40
3379,3,Not Graduate,No,9500000.0,39900000.0,20,300,5800000,4000000,9600000,4400000,Approved,50
3380,1,Not Graduate,Yes,6750000.0,18900000.0,20,300,4800000,1500000,6100000,2600000,Rejected,55
3381,3,Graduate,No,3250000.0,10150000.0,20,583,3800000,1900000,3800000,1800000,Approved,51
3382,4,Not Graduate,No,8500000.0,36750000.0,20,393,3100000,4500000,11100000,4500000,Rejected,67
3383,3,Graduate,No,8500000.0,38150000.0,20,607,5400000,1600000,7700000,3000000,Approved,47
3384,5,Graduate,Yes,6000000.0,23800000.0,20,314,1900000,1300000,9500000,1900000,Rejected,62
3385,0,Not Graduate,No,4750000.0,24150000.0,20,599,2100000,3700000,4300000,2200000,Approved,51
3386,4,Graduate,No,1750000.0,7700000.0,20,530,300000,200000,2500000,300000,Approved,61
3387,1,Not Graduate,No,17250000.0,73150000.0,20,424,3200000,1800000,25000000,5200000,Approved,63
3388,5,Graduate,Yes,750000.0,2800000.0,20,624,400000,200000,900000,400000,Approved,44
3389,3,Not Graduate,No,15000000.0,65450000.0,20,300,6600000,6200000,23300000,6700000,Rejected,48
3390,1,Not Graduate,No,10750000.0,57400000.0,20,300,6700000,6200000,10200000,5700000,Rejected,57
